source,habitat,voc_type,input_path,output_npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg037.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg037.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg038.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg038.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg039.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg039.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_1026927_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_1026927_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_1026927_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_1026927_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_1026927_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_1026927_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_1026927_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_1026927_seg004.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_1045892_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_1045892_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_1045892_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_1045892_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_1045892_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_1045892_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_1045892_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_1045892_seg004.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_1045892_seg005.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_1045892_seg005.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_1054235_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_1054235_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_1066594_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_1066594_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_1066594_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_1066594_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_1066594_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_1066594_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_1086678_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_1086678_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_152949_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_152949_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_152949_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_152949_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_153012_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_153012_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_153012_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_153012_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_153012_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_153012_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_153012_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_153012_seg004.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_172203_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_172203_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_172203_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_172203_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_172204_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_172204_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_172204_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_172204_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_172204_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_172204_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_172204_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_172204_seg004.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_172204_seg005.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_172204_seg005.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_200286_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_200286_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_200287_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_200287_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_200287_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_200287_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_344823_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_344823_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_357317_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_357317_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_357317_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_357317_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_357317_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_357317_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_357317_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_357317_seg004.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_357317_seg005.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_357317_seg005.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_357317_seg006.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_357317_seg006.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_365136_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_365136_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_365136_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_365136_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_365136_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_365136_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_365136_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_365136_seg004.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_365136_seg005.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_365136_seg005.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_382720_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_382720_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_382720_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_382720_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_382720_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_382720_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_382769_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_382769_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_382769_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_382769_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_382769_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_382769_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_413372_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_413372_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_413372_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_413372_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_413372_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_413372_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_413372_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_413372_seg004.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_413372_seg005.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_413372_seg005.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_413372_seg006.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_413372_seg006.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_413372_seg007.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_413372_seg007.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_507774_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_507774_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_507774_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_507774_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_507774_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_507774_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_507774_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_507774_seg004.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_594050_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_594050_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_594050_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_594050_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_594050_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_594050_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_594050_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_594050_seg004.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_597149_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_597149_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_597149_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_597149_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_597149_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_597149_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_597149_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_597149_seg004.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_609051_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_609051_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_609051_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_609051_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_609051_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_609051_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_609051_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_609051_seg004.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_609051_seg005.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_609051_seg005.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_609051_seg006.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_609051_seg006.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_609051_seg007.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_609051_seg007.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_609051_seg008.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_609051_seg008.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_609051_seg009.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_609051_seg009.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_609051_seg010.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_609051_seg010.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_609051_seg011.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_609051_seg011.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_609051_seg012.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_609051_seg012.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_609051_seg013.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_609051_seg013.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_609051_seg014.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_609051_seg014.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_663449_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_663449_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_663449_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_663449_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_663449_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_663449_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_663449_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_663449_seg004.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_747690_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_747690_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_747690_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_747690_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_747690_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_747690_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_747690_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_747690_seg004.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_747690_seg005.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_747690_seg005.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_747690_seg006.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_747690_seg006.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_816246_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_816246_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_957831_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_957831_seg001.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_957831_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_957831_seg002.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_957831_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_957831_seg003.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_957831_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_957831_seg004.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_957831_seg005.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_957831_seg005.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_957831_seg006.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_957831_seg006.npy
XENO,rural,song,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_957831_seg007.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\song\MagpieRecord_957831_seg007.npy
