source,original_file,segment,start_sample,end_sample,duration_sec,output_file
XENO,MagpieRecord_957831,5,1402290,1486926,3.838,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_957831_seg005.wav
XENO,MagpieRecord_957831,6,1625778,1649486,1.075,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_957831_seg006.wav
XENO,MagpieRecord_957831,7,2098098,2178126,3.629,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_957831_seg007.wav
XENO,MagpieRecord_957831,8,2523314,2624334,4.581,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_957831_seg008.wav
XENO,MagpieRecord_957831,9,2765746,2821710,2.538,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_957831_seg009.wav
XENO,MagpieRecord_957831,10,2937522,3032654,4.314,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_957831_seg010.wav
XENO,MagpieRecord_957831,11,3279282,3330126,2.306,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_957831_seg011.wav
XENO,MagpieRecord_959424,1,690,41550,1.853,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_959424_seg001.wav
XENO,MagpieRecord_959424,2,83890,109390,1.156,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_959424_seg002.wav
XENO,MagpieRecord_959425,1,73906,105038,1.412,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\song\MagpieRecord_959425_seg001.wav
XENO,MagpieRecord_959293,1,51378,93006,1.888,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\unknown\song\MagpieRecord_959293_seg001.wav
XENO,MagpieRecord_959293,2,176818,194894,0.82,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\unknown\song\MagpieRecord_959293_seg002.wav
XENO,MagpieRecord_959293,3,288434,312398,1.087,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\unknown\song\MagpieRecord_959293_seg003.wav
XENO,MagpieRecord_959293,4,1092786,1121870,1.319,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\unknown\song\MagpieRecord_959293_seg004.wav
XENO,MagpieRecord_959293,5,1627058,1651278,1.098,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\unknown\song\MagpieRecord_959293_seg005.wav
XENO,MagpieRecord_959293,6,1910450,1932622,1.006,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\unknown\song\MagpieRecord_959293_seg006.wav
XENO,MagpieRecord_959293,7,1946290,1972558,1.191,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\unknown\song\MagpieRecord_959293_seg007.wav
XENO,MagpieRecord_959293,8,2336690,2358862,1.006,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\unknown\song\MagpieRecord_959293_seg008.wav
XENO,MagpieRecord_959293,9,2404786,2563406,7.194,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\unknown\song\MagpieRecord_959293_seg009.wav
XENO,MagpieRecord_959293,10,2662066,2714958,2.399,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\unknown\song\MagpieRecord_959293_seg010.wav
XENO,MagpieRecord_959293,11,2869682,2922574,2.399,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\unknown\song\MagpieRecord_959293_seg011.wav
XENO,MagpieRecord_959293,12,3053234,3092302,1.772,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\unknown\song\MagpieRecord_959293_seg012.wav
XENO,MagpieRecord_959293,13,3209650,3235662,1.18,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\unknown\song\MagpieRecord_959293_seg013.wav
XENO,MagpieRecord_1050077,1,434,92238,4.163,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_1050077_seg001.wav
XENO,MagpieRecord_1050077,2,150706,184142,1.516,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_1050077_seg002.wav
XENO,MagpieRecord_1050077,3,410802,431950,0.959,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_1050077_seg003.wav
XENO,MagpieRecord_1062641,1,76978,120654,1.981,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_1062641_seg001.wav
XENO,MagpieRecord_172265,1,58290,132174,3.351,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_172265_seg001.wav
XENO,MagpieRecord_172265,2,159666,188238,1.296,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_172265_seg002.wav
XENO,MagpieRecord_172265,3,211122,294478,3.78,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_172265_seg003.wav
XENO,MagpieRecord_172265,4,525234,555086,1.354,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_172265_seg004.wav
XENO,MagpieRecord_172265,5,762290,798286,1.632,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_172265_seg005.wav
XENO,MagpieRecord_174168,1,299186,349262,2.271,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_174168_seg001.wav
XENO,MagpieRecord_306950,1,57010,76878,0.901,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_306950_seg001.wav
XENO,MagpieRecord_327492,1,690,23630,1.04,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_327492_seg001.wav
XENO,MagpieRecord_327492,2,295346,317440,1.002,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_327492_seg002.wav
XENO,MagpieRecord_372346,1,291506,314958,1.064,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_372346_seg001.wav
XENO,MagpieRecord_372346,2,344242,364110,0.901,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_372346_seg002.wav
XENO,MagpieRecord_372346,3,423090,450382,1.238,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_372346_seg003.wav
XENO,MagpieRecord_372346,4,526258,556110,1.354,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_372346_seg004.wav
XENO,MagpieRecord_372346,5,584626,615502,1.4,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_372346_seg005.wav
XENO,MagpieRecord_372346,6,2091698,2121806,1.365,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_372346_seg006.wav
XENO,MagpieRecord_500508,1,42674,70478,1.261,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_500508_seg001.wav
XENO,MagpieRecord_500508,2,122034,169038,2.132,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_500508_seg002.wav
XENO,MagpieRecord_500508,3,260530,282702,1.006,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_500508_seg003.wav
XENO,MagpieRecord_500508,4,386482,406350,0.901,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_500508_seg004.wav
XENO,MagpieRecord_500508,5,451506,474190,1.029,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_500508_seg005.wav
XENO,MagpieRecord_500508,6,488882,527950,1.772,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_500508_seg006.wav
XENO,MagpieRecord_564335,1,28082,47950,0.901,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_564335_seg001.wav
XENO,MagpieRecord_564335,2,194994,213326,0.831,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_564335_seg002.wav
XENO,MagpieRecord_564335,3,430514,448334,0.808,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_564335_seg003.wav
XENO,MagpieRecord_564335,4,607154,624974,0.808,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_564335_seg004.wav
XENO,MagpieRecord_564335,5,986290,1006670,0.924,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_564335_seg005.wav
XENO,MagpieRecord_564335,6,1659826,1677646,0.808,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_564335_seg006.wav
XENO,MagpieRecord_565890,1,28594,63566,1.586,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_565890_seg001.wav
XENO,MagpieRecord_580373,1,0,52302,2.372,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_580373_seg001.wav
XENO,MagpieRecord_580373,2,507570,572750,2.956,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_580373_seg002.wav
XENO,MagpieRecord_580373,3,883634,915790,1.458,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_580373_seg003.wav
XENO,MagpieRecord_580379,1,243634,300878,2.596,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_580379_seg001.wav
XENO,MagpieRecord_580379,2,363698,400206,1.656,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_580379_seg002.wav
XENO,MagpieRecord_580379,3,578482,605774,1.238,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_580379_seg003.wav
XENO,MagpieRecord_589240,1,119986,143694,1.075,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_589240_seg001.wav
XENO,MagpieRecord_589240,2,172466,192590,0.913,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_589240_seg002.wav
XENO,MagpieRecord_589240,3,222898,244302,0.971,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_589240_seg003.wav
XENO,MagpieRecord_589240,4,345010,367950,1.04,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_589240_seg004.wav
XENO,MagpieRecord_589240,5,526514,545614,0.866,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_589240_seg005.wav
XENO,MagpieRecord_589240,6,594610,614478,0.901,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_589240_seg006.wav
XENO,MagpieRecord_826873,1,3762,68942,2.956,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_826873_seg001.wav
XENO,MagpieRecord_826873,2,231858,274766,1.946,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\MagpieRecord_826873_seg002.wav
XENO,MagpieRecord_675712,1,185778,210510,1.122,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\other\MagpieRecord_675712_seg001.wav
XENO,MagpieRecord_675712,2,456882,488526,1.435,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\other\MagpieRecord_675712_seg002.wav
XENO,MagpieRecord_675712,3,754866,777294,1.017,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\other\MagpieRecord_675712_seg003.wav
XENO,MagpieRecord_675712,4,1028274,1050702,1.017,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\other\MagpieRecord_675712_seg004.wav
XENO,MagpieRecord_675712,5,1320370,1362510,1.911,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\other\MagpieRecord_675712_seg005.wav
XENO,MagpieRecord_934083,1,0,25166,1.141,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\other\MagpieRecord_934083_seg001.wav
XENO,MagpieRecord_934083,2,454322,525134,3.211,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\other\MagpieRecord_934083_seg002.wav
XENO,MagpieRecord_934083,3,879282,941134,2.805,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\other\MagpieRecord_934083_seg003.wav
XENO,MagpieRecord_934083,4,2181298,2243072,2.802,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\other\MagpieRecord_934083_seg004.wav
XENO,MagpieRecord_1008335,1,15282,41550,1.191,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1008335_seg001.wav
XENO,MagpieRecord_1008335,2,191666,214350,1.029,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1008335_seg002.wav
XENO,MagpieRecord_1008335,3,265394,285006,0.889,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1008335_seg003.wav
XENO,MagpieRecord_1017328,1,20146,74318,2.457,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1017328_seg001.wav
XENO,MagpieRecord_1017328,2,92082,122446,1.377,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1017328_seg002.wav
XENO,MagpieRecord_1017328,3,178098,195918,0.808,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1017328_seg003.wav
XENO,MagpieRecord_1017328,4,209842,325454,5.243,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1017328_seg004.wav
XENO,MagpieRecord_1017328,5,497586,562510,2.944,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1017328_seg005.wav
XENO,MagpieRecord_1017328,6,734130,752462,0.831,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1017328_seg006.wav
XENO,MagpieRecord_1017328,7,854706,944718,4.082,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1017328_seg007.wav
XENO,MagpieRecord_1017328,8,1053362,1119822,3.014,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1017328_seg008.wav
XENO,MagpieRecord_1017328,9,1313202,1333326,0.913,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1017328_seg009.wav
XENO,MagpieRecord_1041375,1,25522,103502,3.537,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1041375_seg001.wav
XENO,MagpieRecord_1041375,2,172722,213582,1.853,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1041375_seg002.wav
XENO,MagpieRecord_1041375,3,361650,388174,1.203,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1041375_seg003.wav
XENO,MagpieRecord_1041382,1,54962,89422,1.563,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1041382_seg001.wav
XENO,MagpieRecord_1045893,1,58034,102734,2.027,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1045893_seg001.wav
XENO,MagpieRecord_1045893,2,285874,348494,2.84,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1045893_seg002.wav
XENO,MagpieRecord_1045893,3,490418,545102,2.48,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1045893_seg003.wav
XENO,MagpieRecord_1045893,4,960690,1020238,2.701,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1045893_seg004.wav
XENO,MagpieRecord_1045893,5,1571250,1620558,2.236,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1045893_seg005.wav
XENO,MagpieRecord_1045893,6,2180786,2224206,1.969,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1045893_seg006.wav
XENO,MagpieRecord_1045893,7,2455474,2498382,1.946,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1045893_seg007.wav
XENO,MagpieRecord_1045893,8,2676402,2697294,0.947,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1045893_seg008.wav
XENO,MagpieRecord_1045893,9,3234482,3281486,2.132,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1045893_seg009.wav
XENO,MagpieRecord_1045893,10,3585714,3655246,3.153,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1045893_seg010.wav
XENO,MagpieRecord_105995,1,91058,123982,1.493,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_105995_seg001.wav
XENO,MagpieRecord_1069711,1,0,64334,2.918,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1069711_seg001.wav
XENO,MagpieRecord_1069711,2,121010,172878,2.352,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1069711_seg002.wav
XENO,MagpieRecord_1069711,3,201650,226126,1.11,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1069711_seg003.wav
XENO,MagpieRecord_1069711,4,873138,939008,2.987,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1069711_seg004.wav
XENO,MagpieRecord_1073083,1,3762,64590,2.759,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1073083_seg001.wav
XENO,MagpieRecord_1073083,2,553138,613888,2.755,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1073083_seg002.wav
XENO,MagpieRecord_1138305,1,148914,218446,3.153,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1138305_seg001.wav
XENO,MagpieRecord_1138305,2,351154,388686,1.702,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1138305_seg002.wav
XENO,MagpieRecord_1138305,3,536242,560718,1.11,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1138305_seg003.wav
XENO,MagpieRecord_1138305,4,586418,615758,1.331,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1138305_seg004.wav
XENO,MagpieRecord_1138305,5,633778,667214,1.516,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1138305_seg005.wav
XENO,MagpieRecord_1138305,6,721330,776014,2.48,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1138305_seg006.wav
XENO,MagpieRecord_1138305,7,1061042,1101646,1.841,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_1138305_seg007.wav
XENO,MagpieRecord_155127,1,76210,111694,1.609,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_155127_seg001.wav
XENO,MagpieRecord_155127,2,323506,403534,3.629,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_155127_seg002.wav
XENO,MagpieRecord_155127,3,419250,454734,1.609,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_155127_seg003.wav
XENO,MagpieRecord_155127,4,635314,691022,2.526,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_155127_seg004.wav
XENO,MagpieRecord_155127,5,1056178,1101902,2.074,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_155127_seg005.wav
XENO,MagpieRecord_155127,6,1129138,1160526,1.423,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_155127_seg006.wav
XENO,MagpieRecord_155127,7,1180338,1220608,1.826,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_155127_seg007.wav
XENO,MagpieRecord_157485,1,26034,43854,0.808,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_157485_seg001.wav
XENO,MagpieRecord_157485,2,180146,235854,2.526,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_157485_seg002.wav
XENO,MagpieRecord_157485,3,465330,486222,0.947,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_157485_seg003.wav
XENO,MagpieRecord_157485,4,1031858,1087822,2.538,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_157485_seg004.wav
XENO,MagpieRecord_171918,1,69554,140110,3.2,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_171918_seg001.wav
XENO,MagpieRecord_171918,2,372402,409166,1.667,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_171918_seg002.wav
XENO,MagpieRecord_171918,3,682418,738126,2.526,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_171918_seg003.wav
XENO,MagpieRecord_171919,1,58802,80206,0.971,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_171919_seg001.wav
XENO,MagpieRecord_218068,1,16306,43342,1.226,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_218068_seg001.wav
XENO,MagpieRecord_269668,1,0,47182,2.14,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_269668_seg001.wav
XENO,MagpieRecord_269668,2,89778,109134,0.878,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_269668_seg002.wav
XENO,MagpieRecord_269668,3,984242,1026894,1.934,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_269668_seg003.wav
XENO,MagpieRecord_269695,1,96178,125518,1.331,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_269695_seg001.wav
XENO,MagpieRecord_269695,2,484786,521294,1.656,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_269695_seg002.wav
XENO,MagpieRecord_269695,3,561330,586062,1.122,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_269695_seg003.wav
XENO,MagpieRecord_269695,4,798386,843086,2.027,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_269695_seg004.wav
XENO,MagpieRecord_269695,5,1109938,1158990,2.225,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_269695_seg005.wav
XENO,MagpieRecord_310808,1,104370,147022,1.934,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_310808_seg001.wav
XENO,MagpieRecord_383930,1,0,61006,2.767,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_383930_seg001.wav
XENO,MagpieRecord_383930,2,314546,333390,0.855,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_383930_seg002.wav
XENO,MagpieRecord_383930,3,581554,641614,2.724,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_383930_seg003.wav
XENO,MagpieRecord_383930,4,810674,870990,2.735,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_383930_seg004.wav
XENO,MagpieRecord_383930,5,1116594,1155150,1.749,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_383930_seg005.wav
XENO,MagpieRecord_488921,1,86450,132430,2.085,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg001.wav
XENO,MagpieRecord_488921,2,197554,241998,2.016,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg002.wav
XENO,MagpieRecord_488921,3,280754,337230,2.561,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg003.wav
XENO,MagpieRecord_488921,4,473522,526670,2.41,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg004.wav
XENO,MagpieRecord_488921,5,665778,720718,2.492,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg005.wav
